name;brand;cuisine;website;lng;lat
Le Break Tacos;;;;0.3880565;43.1272064
;;;;4.8253664;50.1369428
Original Food;;;;4.8231191;50.1381921
Madrino Friterie;;;;4.70955;50.0102528
Friterie;;;;4.8247742;50.1366595
Royal Kebab;Royal Kebab;kebab;;4.8244608;50.1367136
House of Food;;kebab;;2.3707248;48.8272522
Burger King;Burger King;burger;;-1.1030811;46.1103702
La Popot'pizz;;;;-1.1007387;46.1087392
La Pizz' d'Huguette;;pizza;;2.4469093;47.1698015
Resto Mis;;;;4.391324;45.4379606
Jetlagfood;;burger;;2.5285809;49.1015572
McDonald's;McDonald's;burger;;2.0333274;48.9095816
Subway;Subway;sandwich;;2.0345136;48.9093485
La Croissanterie;La Croissanterie;sandwich;;2.0333929;48.9092828
Quick;Quick;burger;;2.647534;50.5216519
Le Ptit'Creux;;sandwich,pizza,hot_dog,tacos,burger;https://www.facebook.com/LePtitCreux34310/;3.0443391;43.3285031
Marche ou;;coffee_shop,pancake,savory_pancakes;;2.4004455;48.8526199
Serenay Burgers;;burger,kebab;;2.6139501;48.6907334
D-Lys Kebab;;kebab;;2.413047;49.1880736
100% Crousti;;;;2.3208033;48.7029384
Mr Pancakes;;pancake;;2.2839354;48.99241
Armaris;;kebab;;2.2840197;48.9924007
KFC;KFC;chicken;;2.3257238;48.8752923
Mange 2bout;;;;2.3288965;48.8485709
Poke Line;;bubble_tea,poke;;2.328976;48.8488742
Chicken spot;;;;2.4030213;48.891074
HP 129;;;;2.4016609;48.8908717
Kegre;;kebab;;2.4095526;48.8949481
Chez Anatole;;kebab;;-0.5720866;44.840008
Biladi Kebab-Burger;;burger;;2.1287206;49.2302403
Tacos de Mars;;;;2.0300472;43.9177219
Fast and Good;;;;2.0299066;43.9178001
De Light Food;;;;2.3666412;48.7878846
l'unik;;pizza;;7.2656348;43.7028425
Les Délices;;;;2.4336247;49.5060274
KFC;KFC;chicken;;2.3675738;48.782663
SPS Chicken;;;;2.4032326;48.8897034
Beach Burger;;;;-3.5541254;47.7667988
Star kebab;;kebab;;-0.9596464;45.9354058
Nina's;;;;2.3307359;48.8532492
;;;;2.2557856;48.7322708
Golden Cook;;;;5.218412;45.6205252
Cafétéria Cora;;;https://www.cora.fr/infos-et-services/les-magasins-cora/disponible-dans-vos-magasins/restauration;3.2228013;50.1483071
Le Relais Gaulois;;;https://www.parcasterix.fr/parc/restaurants/relais-gaulois;2.5678829;49.1350547
Le Cirque;;;;2.567988;49.1333913
La Table du Chef;;;;2.5706806;49.1337085
Adana Kebab;;kebab;;4.3886042;45.4357764
Dallmayr;;;;7.7554285;48.5871176
George's;;seafood;https://georges-roll-sea-food.business.site/;7.2771053;43.6963735
Domino's;Domino's;pizza;https://www.dominos.fr/magasin/rochefort_17300;-0.9611563;45.9349517
Gourmet;;kebab;;5.935614;43.1169788
Subway;Subway;sandwich;;0.1972617;48.0012457
New School Tacos;;;;-4.4854788;48.3915525
Cojean;Cojean;salad,sandwich;;2.3277496;48.8575886
M&H;;sandwich,vietnamese;;-4.4813325;48.3921958
Modena Pizza;;pizza;;2.2212678;48.9960732
La Cabane à Sandwichs;;sandwich;;5.0198936;47.3297701
O 72;;burger;;2.3670765;48.9154749
Elim;;bubble_tea,salad;;2.3430353;48.8475056
O'TBC;;chicken,burger;;2.5797744;44.3620656
Burger Bar;;;;5.2402676;43.4335317
Modern Sushi;;;;5.241405;43.4347234
Chamas Tacos;;kebab;;2.3290951;48.8846483
Brasserie universitaire de Veyrassi;Crous;;;3.8495129;43.6394858
Pyle ou Face;;pizza,sandwich,ice_cream;;5.6739815;46.523418
Bagelstein;;;https://www.bagelstein.com/restaurant/nice-faure/;7.2735418;43.6983935
Châtel Pizz;;pizza;;-1.0912735;46.0754233
O'Tacos;O'Tacos;french_tacos;;5.0945727;43.6383305
Ani Sushi;;sushi;;5.0857945;43.6403933
Restaurant A.V Place;;kebab;;2.947288;48.9576446
Gourmet Burger;;burger;;2.3259708;48.805568
Sandwicherie;;;;0.5678488;49.4896808
Grec & Beef;;sandwich;;2.42035;49.3652397
Tomme;;;;2.2421387;48.8275416
Chez Romain;;burger,sandwich,salad;https://www.facebook.com/chez.romain.2024;2.5753817;44.3551986
Mangos;;juice;;5.3475121;43.3637227
Burger Dream;;burger;;5.3487982;43.3636828
Bread & Burger;;burger;;5.3493387;43.3640113
O'Tacos;O'Tacos;french_tacos;;5.3484803;43.3635394
L'Espigaou;;pizza;;5.0972938;43.6413689
Cappadoce;;kebab;;5.0964071;43.6409581
Shop ta Crêpe;;crepe;;5.0983638;43.6397673
C'Elias 2.0;;pizza;;5.0985737;43.6400709
Le Jardin du Châtel;;;;3.2886007;48.5624553
5/5 grillade;;kebab;;-0.9619518;45.9375064
La Barak;;burger;;-4.5381299;48.0166052
Food Truck;;burger;;1.8381672;44.9167533
Le Carrousel;;sandwich;;2.1535431;48.8274545
Subway;Subway;sandwich;;2.4560006;48.7794866
Food Express;;lebanese;;2.3578751;48.8232094
Crêperie l'Orangerie;;;;7.7765202;48.5896437
L’Orient Express;;burger,kebab,couscous;;6.0976193;47.9220023
;;;;4.3849095;45.4364813
Win Burger;;burger;;2.1063849;49.4348163
Dream Donuts;;donut;;2.3491678;48.8796776
Cora Cafétéria;;;;2.4708267;49.2356566
O'Tacos;;;;7.1198388;43.5810189
Tommy Buddy's;;burger;;5.0966151;43.6424653
Les Saveurs d'Alberto;;african;;2.3887291;48.8889235
Domicile Pizza;;pizza;;2.3887703;48.8888586
L'oasis;;kebab;;-0.5943868;43.6552036
Extra Kebab;;kebab,sandwich,turkish;;-4.4878003;48.3914867
Mike's Pizza;;pizza;;5.0304098;43.6951269
Tutti Quanti;;;;7.2763905;43.6976345
Pizza par Tif';;pizza;http://pizzapartif.fr/;2.133429;48.6769461
Domino's;Domino's;pizza;;5.2750843;45.5889185
U Palazzu;;;;9.1618513;41.3879963
;;kebab;;2.5853863;49.204958
Mr. BBQ la grillade;;caribbean;;2.4298051;48.6410708
Distri & Food;;;;3.4102702;50.1147762
Saveurs de pains;;pizza,french,sandwich,dessert;;6.2752004;43.5829727
Mr Kebab;;kebab;https://mr-kebab.fr/;2.8819929;50.6875183
Le Capuccino;;pizza;;-3.5066423;48.2232172
Le Stand By;;;;5.3826336;43.2855102
Sushi Shop;Sushi Shop;sushi;;5.3831056;43.2788383
Burger et Bianca;;;;3.0073994;43.1896712
Istanbul Grill;;sandwich;;4.84246;47.0207508
Snacky Family;;;https://www.tourisme-aveyron.com/fr/diffusio/restaurants/snacky-family-st-geniez-d-olt-et-d-aubrac_TFO090866624841;2.9714477;44.4668106
pizza grill ristorante;;;;3.2368434;48.4163439
Sushi Shop;;;;6.8715632;45.9235231
Chez Dédé;;;;5.9904804;43.8388881
Up to You Burger;;burger;https://up-to-you.metro.rest/;5.8555076;43.4544555
Chef;;pizza;;5.6955031;45.1890841
Friterie chez Fred;;;;3.2889227;50.1262167
Pizzayoyo Food Truck;;;;3.2874549;50.127678
O Salam Pizz';;;;1.1561404;49.3033406
L'Arche du Burger;;;;1.1556713;49.3043556
Pizza Land;;;;1.1556586;49.3043013
Cheezy pizza;;pizza;;3.8802911;43.6076089
Le Traiteur de la Bourse;;moroccan;https://www.letraiteurdelabourse.fr;2.339527;48.8704597
L'Erika;;;;5.4397398;43.2306149
Rotisserie;;;https://ilove-rotisserie.com;7.2564174;43.6962537
Paradis Pizza;;pizza;https://paradispizza.business.site/;5.3837967;43.2782277
Composez;;;;7.2738317;43.6990588
Five Pizza;;pizza;https://stores.fivepizzaoriginal.com/restaurant/five-pizza-original-lille;3.0600508;50.6361051
O'Tacos;O'Tacos;french_tacos;;5.3756846;43.2619298
G la dalle;;burger;;5.3758062;43.262002
Presto Tandoori;;kebab;https://presto-tandoori-cornebarieu.eatbu.com/?lang=en;1.3182576;43.6569152
Maker Lorette;;pizza;http://maker.pizza/;2.3385344;48.8769225
Maker Jeûneurs;;pizza;http://maker.pizza/;2.3446582;48.869622
La Petite Venise;;pizza;;3.2952797;47.7347007
Tacos & Burger;;burger,tacos;;4.7994953;43.9616081
Pizza Rudi;;pizza;https://pizza-rudi-foodtruck.eatbu.com;2.3755293;48.6132001
La Rôtisserie de Beaulieu;;sandwich,chicken,regional;;7.331187;43.7081792
Dii;;pizza;https://diipizzaburger.com/;7.2774372;43.7010392
Kardelen;;turkish;;-4.2510431;48.4509489
Al Baraka;;sandwich,french_tacos,panini,burger,pizza;;4.3826219;45.4367433
Pizza à emporter;;;;4.4789176;43.9535618
Sedaine eleven;;;;2.3773561;48.8580161
Friterie Rapid'Burger;;friture,burger,kebab;;2.4678128;50.8838037
Pause Pizza;;pizza;;-1.6175457;47.2259529
;;;;2.1668814;47.455016
Domino's;Domino's;pizza;;2.2651104;48.8489762
Super kebab;;kebab;;-0.9611494;45.9347204
Pizzacosy;;pizza;;-0.9605103;45.9346527
L'atelier de la pizza;;pizza;;-0.96357;45.9354659
Pizza des halles;;pizza;;-0.9597537;45.93494
Kebab sultan;;kebab;;-0.9603327;45.9346353
Star doner;;kebab;;-0.9612983;45.9347462
Fabulo pizz;;pizza;;-0.95945;45.9361879
Marmara Délice;;;;6.0350677;47.2467968
pizza boy;;pizza;;2.409547;48.7610512
Pitadine;;;https://www.pitadine.com/nice;7.2779423;43.6983523
choisy chicken;;;;2.4118461;48.7552762
Mont Berliner;;german,kebab,lebanese;https://montberliner.com/;0.1281131;49.4981822
Le Tacous;;kebab,lebanese;;0.1280681;49.4981066
G La Dalle;;burger;https://g-ladalle.com/;0.1289262;49.4992073
;;;;-0.1530868;47.9950025
Tartines & Gourmandises;;sandwich,cake,dessert;;-0.1510977;47.9945298
Restaurant Mira;;burger,chicken,kebab,turkish;;0.1462416;49.5088894
Le Berlinois;;kebab;;0.7722343;48.4289459
Friterie Longueroise;;friture;;3.856515;50.2895518
Old School;;burger;;2.3334795;48.8132517
Planete food;;;;0.6840614;47.3948069
Le Habibi;;kebab;;0.6826465;47.3947998
O'Poulet;;chicken;;6.7119311;43.3668011
;;kebab;;5.5631335;45.6355624
Pokawa;Pokawa;asian;https://restaurants.pokawa.com/poke-bowl-paris-15-commerce;2.2928395;48.8438173
Resto L'Espoir;;;;2.2868203;48.8462301
Pizzicata;;pizza;https://pizzicata-nice.com/;7.2830337;43.6992193
Pizza Gourmande;;pizza;https://www.pizza-gourmande-saverdun.fr/;1.5754646;43.233378
Chicken time;;;;4.8268969;45.7737719
KFC;KFC;chicken;;4.9801922;43.4989028
Quick;Quick;burger;;4.9797606;43.4990007
Le Chardon;;burger,salad;;3.6358566;47.0434927
Le St Fortunois;;;;1.7711587;45.2084089
La guinguette de la Siagne;;;;6.9456425;43.5367295
Pacha;;kebab;https://www.pacha-saint-andre.fr/;3.0499663;50.6615191
Il Tramezzino;;italian;;2.1380891;43.9225148
Kiki;;;;1.7535431;45.9535357
Quick;Quick;burger;;2.4934626;48.8823447
Mister Garden;;salad;;2.3368051;48.8688367
street Food;;;;3.4671063;46.8905566
Sushi Shop;Sushi Shop;sushi;;-1.1525363;46.1619207
Island Poké;Island Poké;hawaiian;;-1.1498895;46.1619695
Milano Pizza;;pizza;;5.4449052;45.5647843
L'As Food;;;;-0.7777964;48.0707246
Restaurant Ali Pacha;;kebab;;2.2087454;48.9413733
King Fries;;burger;;2.2470335;48.9257419
Vittorio;;burger,pizza,tacos,sandwich;;4.1701819;45.2896757
;;sandwich;;4.1709496;45.2904798
De chez nous !;;;;2.3522145;48.8443754
Le goût du poulet;;antillaise;https://le-gout-du-poulet.com;-1.6080294;47.241534
Dippers;;;;-1.6929327;48.0854436
Le Ben's;;kebab;;2.2589895;48.9310105
Le Pizzaiolo;;pizza;https://www.facebook.com/rochvitale56760/;-2.4770455;47.477837
Le No Stress;;;;1.604142;43.2258938
Little Italie;;pizza;;-0.8905476;45.9433391
Half Time's;;kebab;;-0.8910158;45.9436664
Bienvenue chez Yunus;;kebab;;1.5505113;50.0905459
O'Tchiot Kebab;;kebab;;1.5419808;50.0827177
Pizza Palace;;;;1.5435006;50.0803386
Rosa Bonheur;;sandwich;;2.3226533;48.8651803
KFC;KFC;chicken;https://kfc.fr/nos-restaurants/kfc-bordeaux-meriadeck;-0.5848604;44.8379276
O’Food;;pizza;;2.3877551;48.8530213
Break Moment;;sandwich;;2.3842194;48.8551505
Speed' Za;;;https://speedza-lyon.fr/;4.8155846;45.7564056
Bagel pop;;bagel,sandwich;;3.617105;49.564296
Ô Petit Anka;;kebab,tex-mex;;4.3365936;45.4461419
Copper Branch;;;;6.1279239;45.8999866
Le Panama;;pizza,tacos;;6.1232751;45.9006063
Tutti Pizza;;pizza;;1.4636633;43.5957805
La Box;;burger;;4.8699206;43.8850537
Poké Bar;;poke;;7.2568191;43.6954688
Café du centre;;burger,coffee_shop,friture,kebab,pizza,turkish;;5.9941388;47.9176044
Gomu;;;;0.1974173;48.0051786
Exo;;pizza;;4.3933956;45.4307997
L'Ambassadeur;;kebab;;4.3918048;45.4223605
Smash me;;burger;;7.2690319;43.6979481
O'Bao Thai;;;;7.2682634;43.6978361
Allo Pizza;;;https://www.allopizza-st-tropez.fr/;6.6357625;43.255909
Pizzeria du terroir;;pizza;;1.2943826;47.8228146
César & Paul;;;https://www.cesaretpaul.fr;2.320731;48.8321541
Mille et une saveurs;;kebab;;5.5502757;45.0706099
Tacos des ours;;tacos;;5.5502279;45.0706044
Ginette’s Burgers & co;;burger;;6.1661979;45.9608369
Wasabi;;;;2.3849077;48.8122122
Le Séquoia;;pizza;;1.0364656;43.3404422
Bento Shop and Go;;asian,japanese;https://bentoshopandgo.com/;1.6275062;43.0461548
Viet's Sandwich;;sandwich,vietnamese;https://viets-sandwich.fr/;7.2805655;43.7024666
Mister Pizza;;pizza;https://www.mister-pizza.com/;7.2802603;43.7025594
Bakim's;;;;0.691979;47.3896056
Elbistan 68;;kebab;;7.562551;47.5852018
La Croissanterie;La Croissanterie;sandwich;;-0.4327007;44.9779611
;;pizza;;0.1624441;47.246519
L'Etape Pizza;;pizza;;1.7706683;45.2072987
Chez Rose;;;;2.8966275;42.7023188
Food'Lab;;;;4.8930877;45.7511184
Sahara;;falafel;https://falafel-sahara.com;7.2809737;43.7021023
Any time;;;;4.3490824;48.953768
Aile Chaude;;sandwich,syrian;;6.4469;44.8889257
Albayrak Grill;;;;4.2348278;45.2423066
Douceurs des iles;;;;-1.6984087;49.3347598
Chicken's King;;;;2.3571435;48.874016
Meal-D Casual Food;;burger;;2.266877;48.931227
Crep'Land;;;;2.2668442;48.9312899
Pizza Domi;;pizza;;2.90264;42.6959562
Dominos Pizza;;ice_cream,pizza;;-1.552629;47.2961052
Burger King;Burger King;burger;;2.3788438;51.0371122
La Josselinette;;crepe;;-2.5470045;47.9539954
;;burger;;2.8876901;43.957861
Chicken Point;;;;4.3639829;48.9571427
Speed Tacos Burger;;;;2.8968528;42.6911588
Pizza Land;;pizza;;1.3324041;49.1604068
Terre de Saveurs;;sandwich,kebab;;6.2432932;43.7749799
New School Tacos;;french_tacos;;4.3901326;45.435916
Point Vert;;;;4.3838202;45.4367232
Le Corail;;kebab;;4.3977231;45.4425073
Jurassic Burger & Pizza;;burger,pizza;;5.8447433;46.5126296
Booxy;;american,burger,tacos;;2.8910743;42.6930603
Cantine scolaire;;;;-0.9524841;45.8977411
;;;;5.4917299;43.6948519
Rapido food;;;;0.9155396;47.5930016
pain chaud de la place;;kebab,indian;;2.4293092;48.6354717
Le chic;;kebab,burger;;2.4284148;48.6356836
vasi café;;kebab,burger,greek,indian;;2.4287027;48.6358855
Vgt Bowl;;salad;https://vgt-bowl.business.site;2.3290144;48.8577039
99 street-food;;;;3.7091061;43.9337924
Grillade Du Chef;;;;4.3934231;45.4302905
La Piz’ A Yolo;;pizza;;4.393679;45.4300921
Snack Saint Roch;;kebab;;4.393506;45.4300851
Çiğköftem;;;;7.7530108;48.5756076
Crispy Tasty;;tacos;;5.3195911;45.1525408
Rapido Pizza;;pizza;https://www.rapidopizza27.fr/;1.3303675;49.1602327
Yannise Pizza;;pizza;;2.225579;48.8719397
Plaza Taco'O;;;;0.1688907;44.497504
IFood;;burger;;3.2405218;50.1768856
Kool Bien;;;;-4.4686351;48.4092468
Mahaia;;;;-1.4931147;43.4908506
Cafétéria CROUS Médecine;;;;5.4023084;43.2873816
Cafétéria CROUS Pharmacie;;;;5.4009684;43.2878625
Bio Dan Pizza;;pizza;;5.8202282;43.1887575
Kebab İstanbul Grill;;kebab,lebanese;;2.1240908;50.0737222
Le Minot;;;;4.7092373;43.7260909
La Grignoterie;;coffee_shop,ice_cream,pancake,sandwich;;3.16783;43.1591206
New Pancha;;kebab;;-1.1409489;46.1427337
Burger night;;burger;;-1.144602;46.1491109
Azzurra pizz';;pizza;;-1.1150575;46.1338462
Domino's;Domino's;pizza;https://www.dominos.fr/magasin/la-rochelle-port-neuf_17000;-1.1832203;46.1613135
Maxi kebab;;kebab;;-1.1443025;46.1491133
Al Tacos;;;https://www.altacos.fr/;4.3976862;45.4469712
La Pizza A Emp';;;;5.2514099;45.7243109
Allo Pizza;;;;5.2519686;45.724666
Casa Mozza;;pizza;;0.9880681;44.8235041
;;;;-0.0398994;43.0642744
Petite Restauration chez Françoise;;;;4.6203933;44.8049881
Naan Kebab;;;;0.8693467;46.4240618
Boîte à pizzas;;;;2.4697598;46.2231488
O'Ptit gourmet;;;;3.9592738;50.2882014
Nanou Pizza;;;;5.2082457;45.484432
Crêpe Boulevard;;crepe;;9.4481872;42.6965555
Home;;burger;;9.4470848;42.6961001
La Fabrik;;burger,hotdog;https://lafabrik71.fr;5.2224135;46.6299453
Le Magnifique;;kebab;;6.1618663;49.0997093
Delivery Pizza;;;;3.9750458;50.29101
BubbleWaffle;;;;2.3655752;48.8659333
Coffee Shul Burger;;burger;;2.4733164;48.8074601
Pizza Trailer;;pizza;;4.2252007;46.5611682
Kösk;;kebab;;-0.5667335;44.8327705
Pizza Garnie;;pizza;;-1.7519935;49.3812804
O'Bosphore Kebab;;kebab;;6.450823;48.1604364
Food’in Side;;american;;5.393374;43.2698354
Le bruit qui court;;;;6.6500682;44.6601588
La cafétéria de Bio-sur-mer;;;;-0.9575608;45.9454737
RK;;;;6.4445747;48.1759657
Point Naan;;;;6.4451464;48.1761121
O'Tacos;O'Tacos;french_tacos;;6.4455551;48.1757667
L'Écho du Berger;;;;6.4737392;46.1010698
;;pizza;;5.3844204;43.311345
Restaurant Pixexpress;;kebab;;2.3956391;48.8749044
Point B;;burger;https://pointb-officiel.com/;-1.6785759;48.1053741
Tjka;;;;-2.7545644;47.6598195
;;;;-2.8029942;47.5907192
Chez Steff;;pizza;;-1.051834;45.9365842
Brasserie du Château;;;https://brasserieduchateaubeaucaire.eatbu.com/;4.6428092;43.8098598
Basilic & Co Brignais;Basilic & Co;pizza,italian,regional;https://basilic-and-co.com/restaurants/pizzeria-brignais/;4.7690055;45.6774148
Pokawa;Pokawa;poke;https://restaurants.pokawa.com/poke-bowl-charleville-mezieres/;4.7188671;49.7607252
Au Petit Saj;;;;2.260358;48.9229177
HR;;;;3.4950818;45.0985147
Waff n' Roll;Waff n' Roll;waffle,salad,sandwich;;-1.5591957;47.2167219
MM Chicken Spicy;;chicken;;6.1693217;49.1062752
Caumont Kebab;;kebab;;-0.8086174;49.0903575
;;;;3.9672351;50.2829421
Babylone;;;;6.1186733;45.4569431
Yami Food;;pasta,pizza,burger,tacos;;6.1727869;49.1048133
Le Karaktere;;;;6.0775646;44.5601406
Lady Sushi;;japanese;;5.7902293;45.1817335
Big m;;;;4.9827509;45.7739661
L'ocean;;;;3.937639;50.2805277
Chicken Stop;;chicken;;2.3563848;48.8735421
L'Instant pizza;;pizza;;3.9676288;50.2750925
Bon App;;;;1.6838844;48.9957249
Flash Pizza;;pizza,burger;;1.6838995;48.9958084
La Grignote;;sandwich;https://website-215417320693295620643-restaurant.business.site/;7.1127625;43.7222191
Restaurant Izmir;;kebab;;2.2317408;48.9324109
O'tacos Beaucouzé;;mexican;https://o-tacos.com/;-0.6026075;47.4731898
Snack Le Nautic;;hot_dog;;1.2139329;49.2997189
McDonald's en construction;McDonald's;burger;;1.3202584;43.4821304
Burger King en construction;Burger King;burger;;1.3176481;43.4881267
Pizza Street;;pizza;www.pizzastreet.fr;3.8899293;43.6082728
Chickens twins;;chicken;;-1.151557;46.1645636
Serge & Ève;;pizza;;6.0649541;44.5472133
Friterie maubeugeoise;;;;3.9735007;50.2758394
Tropea;;pasta;;3.9727129;50.2751858
Pizza del stadio;;pizza;;5.8226527;43.1017922
Chez Antoine Airstream Pizzeria;;italian_pizza,pizza,breakfast;;8.8838438;41.6946353
Le Petit Resto;;;;3.9722058;50.2734574
Le Globe;;;;3.9747018;50.2781468
La Guinclette;;;;4.3187721;46.2941706
Sun Food;;ice_cream,sandwich;;-1.2020847;44.641397
La Niniche;;crepe;;-1.2021362;44.6414009
Mangez-moi;;pizza,kebab,burger;;2.2499974;48.8204271
100% Crousti Original;;chicken,oriental;;3.2964687;48.5524917
O'Tacos;O'Tacos;french_tacos;;3.9737151;50.2775574
Daisy Cake;;;;3.9738994;50.2778602
Au petit fournet;;;;6.8249374;47.168732
Tacos Club;;;;1.4830114;49.091964
Carissimi Pizza;;pizza;;6.1519929;49.1473563
Le Cheese Naan;;indian;https://www.lecheesenaan83.fr/;6.4651017;43.5366751
;;;;1.0782762;46.2178657
Pizzboro;;pizza;;-1.1911444;46.1845645
Kif kebab;;kebab;https://www.kifkebab.com;-1.1135205;46.1332828
Broadway Pizza;;pizza;https://www.facebook.com/LeBroadwayPizza/?locale=fr_FR;3.1816719;50.6928773
Pizza;;;;6.0961632;45.4473995
Rong Fa;;;;4.8553939;46.7839529
Sel et Sucre;;;;0.1701238;45.271564
Friterie du Camping des Dunes;;sandwich,burger,american;;2.1175604;51.0079062
Tutti pizza;;pizza;;-1.1482601;46.158552
L'Orient pizz;;pizza;;-1.146852;46.158527
Le Classico;;;;5.4677676;43.4542079
Chez Fargo;;pizza;;5.4707378;43.4547565
Aux 3 Frères;;;;5.4657245;43.4548341
Snack du Cours;;;;5.4701048;43.4540789
O'Turk;;kebab;;-1.1554607;46.1578139
Au 404-food;;;;-1.1549889;46.1578825
Crousti Saveurs;;pizza;;0.9016358;49.1487899
O'Tacos;O'Tacos;french_tacos;;2.3551528;48.8786862
Mc Amine;;kebab;;0.9050991;49.1498518
;;;;5.3744125;43.293966
Just Food;;kebab;;0.9070603;49.1502383
Les Friteries de Paris;;;;3.9747261;50.2787437
Tartàclo;;pie;https://tartaclo.fr/;4.8532956;45.7635473
Bchef - Dijon Cv Godrans;;burger;https://linktr.ee/bchef.dijoncv;5.0381593;47.3226999
O'ptit gourmet;;;;3.9838485;50.2839387
Wiid Café;;;;-1.1430044;45.0994675
La Pause;;cake,coffee_shop,hotdog,sandwich,tea;;2.8149313;44.5157143
Strass Burger;;burger;;7.7539492;48.5830205
finger food;;;;6.8550184;47.637744
los tacos;;;;6.8513586;47.653034
mister burger;;burger;;6.854832;47.6385975
Muy mucho;;mexican;;-1.1169607;46.1759857
Pitaya;Pitaya;thai;https://restaurants.pitaya-thaistreetfood.com/puilboreau/#;-1.1161419;46.1755492
Domino's;Domino's;pizza;https://www.dominos.fr/magasin/puilboreau_17138;-1.1174041;46.1774111
AngKora;;;;7.2547093;43.725439
Best of Naan;;;;-0.5083773;44.8512986
Pesto;;;;-0.5085257;44.8507099
Indi Thaï;;;;-0.5084204;44.8510902
Manhattan Hot Dog;;hot_dog;https://www.aquasplash.fr/restauration/restaurants/manhattan-hotdog;7.1243676;43.6153551
Le patis;;;;1.625357;50.4430541
Friterie;;;;1.6483807;50.4627871
Little Beyrouth - Hoummos;;lebanese;;2.2711899;48.9154653
Association La Kodiac;;;;5.1434452;44.5956548
Cham'streetfood;;sandwich;;6.8697432;45.92557
Crepes' Da;;;;2.3039833;48.8331514
;;thai;;5.3758772;43.262059
;;;;5.3756441;43.2619349
Pizzeria Sandwicherie Les Frégates;;pizza;;3.0404361;42.6028668
Chez Nico et Lorik;;friture;;3.2664332;50.3371265
Seven Tacos;;mexican;;2.8893663;43.9571916
Le Touareg;;;;-1.1163627;46.1765129
;;kebab;;4.3564113;43.8302769
dar Djaj;;chicken;;2.3478046;48.9365074
Domino's;Domino's;pizza;;2.3529182;48.9381765
Chickenos;Chickenos;chicken;;4.9359091;45.6907212
La pizzaïola;;italian_pizza;;-2.4395073;47.8647459
Sushi Crips;;;;4.7784196;45.810973
Le karadeniz;;kebab;;1.5314974;45.1667347
Le miam's;;burger;;1.5322365;45.1633669
O'Gaillard;;sandwich;;1.5322716;45.163239
Délice d'orient;;kebab;;1.5324883;45.1635015
O'Tacos;O'Tacos;french_tacos;;3.9737569;50.2775709
Gongfu raviolis;;;;2.3801932;48.872573
Caucase Kebap;;kebab;;1.0076547;44.7763802
M'Délice;;;;4.3609349;43.8397048
L'instant Snack;;burger,sandwich;https://linstant-snack.business.site;3.177837;43.376688
;;;;1.1081842;47.0195752
L'Insolite;;;;1.1084872;47.0193329
FAST FOOD RESTAURANT;;;;4.3602848;43.8400502
Le Bosphore;;kebab;;0.1242167;49.4930833
Tacos Montcalm;;;;4.3577017;43.8321019
Burg'n tacos;;;;4.8106534;45.7172719
Maxi kebab;;;;4.8100681;45.717264
Le Grilloire;;;;4.3573982;43.8314462
Pizza Driv;;pizza;;5.9318687;43.12319
L'encas Ré;;pizza;;-1.391335;46.1862135
Domino's;Domino's;pizza;;1.091582;49.4384673
bab;;kebab;;2.3130858;48.8750049
Le pacha;;;;5.0446695;47.3244732
Sosay's;;;;0.2037191;47.9679836
Grill Factory;;;;0.2098875;47.9820823
KFC;KFC;chicken;https://www.kfc.fr/nos-restaurants/kfc-le-havre-docks-vauban;0.1309105;49.4899883
Burger & Co;;;;1.189381;47.4814434
O'ty café;;burger,tacos;;-3.558079;48.2774683
Wok2Snack;;;;1.0066666;44.7764596
Ali Baba;;kebab;;2.3134197;48.9029342
Restaurant Sushis et Woks Migros;;sushi;;6.0962913;46.1222415
Le phare ouest;;kebab;;-1.1688502;46.1411488
Le 5inq;;burger;;-1.1685824;46.1412387
Le waikiki snack;;;;-1.1707377;46.1415491
Hot Dog Town;;hot_dog;;5.5532467;46.6726213
Online Kebab;;kebab;;-2.19342;47.2900247
Tacos Shake;;tacos;;3.0513368;50.6197302
côté ferme;;;;2.3098615;48.8736026
;;pizza;;2.3146963;48.8774626
naturellement vôtre;;;;2.3132537;48.8768218
L'Imprévu;;burger;;3.8502165;43.6197944
Friteria;;;;3.937853;50.266015
L'Équinoxe;;kebab;;1.0871317;49.4456941
Chez Lalie;;;;-1.6055103;47.3648031
John's Truck;;burger;;4.3828141;45.4651684
Shefu;;burger;;-1.6182096;47.2264269
;;burger;;4.6422078;46.7435848
Quick;Quick;burger;;1.0473634;49.420023
La Hutte Enchantée;;coffee_shop,crepe,ice_cream,soda,alcool;;-1.3310217;46.1505018
;;;;4.9492306;44.3139489
Nazar;;kebab;;7.1839053;48.2464465
Öz Istanbul;;kebab;;7.1848156;48.2466555
K'pizz;;pizza;;-1.3263602;46.1801372
Antibes pizza;;pizza;https://antibespizza.com/;7.1172517;43.5762509
Casa Pizza;;pizza;;6.4561214;46.3602624
Friterie;;friture,local;;2.9028175;50.6888107
Dans Pizza;;;;1.6286509;43.0458212
Henri Shop & Go;;;;1.6276747;43.045953
Ho Kaiyo;;sushi;;-1.0272646;45.6240389
;;;;1.6444128;47.782801
Pokawa;Pokawa;poke;https://restaurants.pokawa.com/poke-bowl-bordeaux/;-0.5824257;44.840483
;;;;7.6981545;48.520944
Resto Tomblaine;;kebab;;6.2139313;48.6851785
Gat'snack;;burger,sandwich,french;;-1.2203552;45.8132954
